# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P29846	uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Pan RY. et al.(2010)	intact:EBI-7640932|mint:d-09-01943|doi:10.1016/j.febslet.2009.11.090|mint:MINT-7306462|mint:MINT-7306460|pubmed:19958771|imex:IM-15565	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7640950|mint:MINT-7306465|imex:IM-15565-1	intact-miscore:0.4
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:P23284	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9BVK5|uniprotkb:A8K534|uniprotkb:Q6IBH5|ensembl:ENSP00000300026.4|intact:EBI-359252|uniprotkb:P23284	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:ppib_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase B(display_long)|uniprotkb:PPIB(gene name)|uniprotkb:Rotamase B(gene name synonym)|uniprotkb:CYP-S1(gene name synonym)|uniprotkb:S-cyclophilin(gene name synonym)|uniprotkb:Cyclophilin B(gene name synonym)|uniprotkb:CYPB(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Watashi K. et al.(2005)	intact:EBI-9681833|pubmed:15989969|imex:IM-25978	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9683353|imex:IM-25978-5	intact-miscore:0.61
uniprotkb:P23284	uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9BVK5|uniprotkb:A8K534|uniprotkb:Q6IBH5|ensembl:ENSP00000300026.4|intact:EBI-359252|uniprotkb:P23284	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	psi-mi:ppib_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase B(display_long)|uniprotkb:PPIB(gene name)|uniprotkb:Rotamase B(gene name synonym)|uniprotkb:CYP-S1(gene name synonym)|uniprotkb:S-cyclophilin(gene name synonym)|uniprotkb:Cyclophilin B(gene name synonym)|uniprotkb:CYPB(gene name synonym)	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Watashi K. et al.(2005)	intact:EBI-9681833|pubmed:15989969|imex:IM-25978	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9980884|imex:IM-25978-7	intact-miscore:0.61
uniprotkb:P23284	uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9BVK5|uniprotkb:A8K534|uniprotkb:Q6IBH5|ensembl:ENSP00000300026.4|intact:EBI-359252|uniprotkb:P23284	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	psi-mi:ppib_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase B(display_long)|uniprotkb:PPIB(gene name)|uniprotkb:Rotamase B(gene name synonym)|uniprotkb:CYP-S1(gene name synonym)|uniprotkb:S-cyclophilin(gene name synonym)|uniprotkb:Cyclophilin B(gene name synonym)|uniprotkb:CYPB(gene name synonym)	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Watashi K. et al.(2005)	intact:EBI-9681833|pubmed:15989969|imex:IM-25978	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9980896|imex:IM-25978-9	intact-miscore:0.61
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q07021	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q2HXR8|uniprotkb:Q9NNY8|ensembl:ENSP00000225698.4|intact:EBI-15990352|intact:EBI-347528|uniprotkb:Q07021	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:c1qbp_human(display_short)|psi-mi:Complement component 1 Q subcomponent-binding protein, mitochondrial(display_long)|uniprotkb:C1QBP(gene name)|uniprotkb:gC1q-R protein(gene name synonym)|uniprotkb:ASF/SF2-associated protein p32(gene name synonym)|uniprotkb:p33(gene name synonym)|uniprotkb:Mitochondrial matrix protein p32(gene name synonym)|uniprotkb:Hyaluronan-binding protein 1(gene name synonym)|uniprotkb:Glycoprotein gC1qBP(gene name synonym)|uniprotkb:SF2P32(gene name synonym)|uniprotkb:HABP1(gene name synonym)|uniprotkb:GC1QBP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513187|imex:IM-26663-41	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:P53985	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q9NSJ9|uniprotkb:Q5T8R6|uniprotkb:Q49A45|ensembl:ENSP00000358640.4|ensembl:ENSP00000397106.2|ensembl:ENSP00000399104.2|ensembl:ENSP00000416167.2|ensembl:ENSP00000441065.1|ensembl:ENSP00000485688.1|ensembl:ENSP00000486000.1|ensembl:ENSP00000505879.1|intact:EBI-1054708|uniprotkb:P53985	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:mot1_human(display_short)|psi-mi:Monocarboxylate transporter 1(display_long)|uniprotkb:SLC16A1(gene name)|uniprotkb:MCT1(gene name synonym)|uniprotkb:Solute carrier family 16 member 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513187|imex:IM-26663-41	intact-miscore:0.35
uniprotkb:P29846-PRO_0000037666	uniprotkb:P61978	intact:EBI-8847394|uniprotkb:P29846-PRO_0000037666	intact:EBI-28971491|uniprotkb:Q07244|uniprotkb:Q15671|uniprotkb:Q59F98|uniprotkb:Q60577|uniprotkb:Q922Y7|uniprotkb:Q96J62|uniprotkb:Q5T6W4|ensembl:ENSP00000317788.4|ensembl:ENSP00000353552.5|ensembl:ENSP00000515619.1|ensembl:ENSP00000515654.1|ensembl:ENSP00000515655.1|ensembl:ENSP00000515656.1|ensembl:ENSP00000515661.1|intact:EBI-3440248|uniprotkb:Q6IBN1|intact:EBI-304185|uniprotkb:P61978	psi-mi:p29846-pro_0000037666(display_short)|psi-mi:Core protein precursor(display_long)|HPIDb:core(author assigned name)	psi-mi:hnrpk_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein K(display_long)|uniprotkb:HNRNPK(gene name)|uniprotkb:Transformation up-regulated nuclear protein(gene name synonym)|uniprotkb:HNRPK(gene name synonym)|HPIDb:HnRNP K(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Hsieh T.Y. et al.(1998)	intact:EBI-8849279|pubmed:9651361|imex:IM-25947	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8849298|imex:IM-25947-1	intact-miscore:0.64
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q9H4A3	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:O15052|uniprotkb:P54963|uniprotkb:Q86WL5|uniprotkb:Q8N673|uniprotkb:Q9P1S9|uniprotkb:Q4VBX9|intact:EBI-948424|uniprotkb:A1L4B0|uniprotkb:Q6IFS5|uniprotkb:C5HTZ5|uniprotkb:C5HTZ6|uniprotkb:C5HTZ7|uniprotkb:H6WZW3|uniprotkb:Q96CZ6|ensembl:ENSP00000313059.6|intact:EBI-457907|uniprotkb:Q9H4A3	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)	psi-mi:wnk1_human(display_short)|psi-mi:Serine/threonine-protein kinase WNK1(display_long)|uniprotkb:WNK1(gene name)|uniprotkb:HSN2(gene name synonym)|uniprotkb:Kinase deficient protein(gene name synonym)|uniprotkb:Erythrocyte 65 kDa protein(gene name synonym)|uniprotkb:Protein kinase lysine-deficient 1(gene name synonym)|uniprotkb:Protein kinase with no lysine 1(gene name synonym)|uniprotkb:PRKWNK1(gene name synonym)|uniprotkb:KIAA0344(gene name synonym)|uniprotkb:KDP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513452|imex:IM-26663-23	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q9NVI1	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q96JN1|uniprotkb:Q96ST0|uniprotkb:Q9BT96|uniprotkb:A5YMH4|uniprotkb:A6NJZ0|uniprotkb:A4ZVE4|ensembl:ENSP00000310842.8|ensembl:ENSP00000512832.1|intact:EBI-1013291|uniprotkb:Q9NVI1	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)	psi-mi:fanci_human(display_short)|psi-mi:Fanconi anemia group I protein(display_long)|uniprotkb:FANCI(gene name)|uniprotkb:KIAA1794(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513452|imex:IM-26663-23	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:P20701	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O43746|uniprotkb:Q45H73|uniprotkb:Q9UBC8|intact:EBI-3962403|uniprotkb:Q96HB1|ensembl:ENSP00000349252.5|intact:EBI-961214|uniprotkb:P20701	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:ital_human(display_short)|psi-mi:Integrin alpha-L(display_long)|uniprotkb:ITGAL(gene name)|uniprotkb:CD11 antigen-like family member A(gene name synonym)|uniprotkb:Leukocyte function-associated molecule 1 alpha chain(gene name synonym)|uniprotkb:Leukocyte adhesion glycoprotein LFA-1 alpha chain(gene name synonym)|uniprotkb:CD11A(gene name synonym)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051185|imex:IM-25957-485	intact-miscore:0.51
uniprotkb:P42356	uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q7Z625|uniprotkb:Q9UPG2|ensembl:ENSP00000255882.6|intact:EBI-11053324|intact:EBI-723050|uniprotkb:P42356	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	psi-mi:pi4ka_human(display_short)|psi-mi:Phosphatidylinositol 4-kinase alpha(display_long)|uniprotkb:PI4KA(gene name)|uniprotkb:Phosphatidylinositol 4-Kinase III alpha(gene name synonym)|uniprotkb:PIK4(gene name synonym)|uniprotkb:PIK4CA(gene name synonym)	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)|HPIDb:NS5a(author assigned name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Reiss S. et al.(2013)	intact:EBI-8847583|pubmed:23675303|imex:IM-25991	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8849076|imex:IM-25991-7	intact-miscore:0.4
uniprotkb:P62258	uniprotkb:O92972-PRO_0000278742	uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q53XZ5|uniprotkb:Q63631|uniprotkb:Q7M4R4|uniprotkb:B3KY71|uniprotkb:D3DTH5|uniprotkb:Q4VJB6|ensembl:ENSP00000264335.8|ensembl:ENSP00000487356.1|intact:EBI-356498|uniprotkb:P62258	intact:EBI-9213553|uniprotkb:O92972-PRO_0000278742	psi-mi:1433e_human(display_short)|psi-mi:14-3-3 protein epsilon(display_long)|uniprotkb:YWHAE(gene name)	psi-mi:o92972-pro_0000278742(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Aoki H. et al.(2000)	intact:EBI-9213532|pubmed:10644344|imex:IM-25897	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:420174(hcvj4)|taxid:420174("Hepatitis C virus genotype 1b (strain HC-J4) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9213647|imex:IM-25897-11	intact-miscore:0.63
uniprotkb:P62258	uniprotkb:O92972-PRO_0000278742	uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q53XZ5|uniprotkb:Q63631|uniprotkb:Q7M4R4|uniprotkb:B3KY71|uniprotkb:D3DTH5|uniprotkb:Q4VJB6|ensembl:ENSP00000264335.8|ensembl:ENSP00000487356.1|intact:EBI-356498|uniprotkb:P62258	intact:EBI-9213553|uniprotkb:O92972-PRO_0000278742	psi-mi:1433e_human(display_short)|psi-mi:14-3-3 protein epsilon(display_long)|uniprotkb:YWHAE(gene name)	psi-mi:o92972-pro_0000278742(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Aoki H. et al.(2000)	intact:EBI-9213532|pubmed:10644344|imex:IM-25897	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:420174(hcvj4)|taxid:420174("Hepatitis C virus genotype 1b (strain HC-J4) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9258300|imex:IM-25897-15	intact-miscore:0.63
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:P38646	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:P30036|uniprotkb:P31932|uniprotkb:Q6GU03|uniprotkb:Q9BWB7|uniprotkb:B2RCM1|uniprotkb:Q1HB43|uniprotkb:Q53H23|uniprotkb:Q9UC56|ensembl:ENSP00000297185.3|intact:EBI-354932|uniprotkb:P38646	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:hspa9_human(display_short)|psi-mi:Stress-70 protein, mitochondrial(display_long)|uniprotkb:HSPA9(gene name)|uniprotkb:Heat shock protein family A member 9(gene name synonym)|uniprotkb:mt-HSP70(gene name synonym)|uniprotkb:Mortalin(gene name synonym)|uniprotkb:Peptide-binding protein 74(gene name synonym)|uniprotkb:Heat shock 70 kDa protein 9(gene name synonym)|uniprotkb:75 kDa glucose-regulated protein(gene name synonym)|uniprotkb:HSPA9B(gene name synonym)|uniprotkb:GRP75(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q13451	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	ensembl:ENSP00000349811.3|ensembl:ENSP00000441205.1|ensembl:ENSP00000444810.1|uniprotkb:Q5TGM6|uniprotkb:F5H7R1|uniprotkb:Q59EB8|intact:EBI-306914|uniprotkb:Q13451	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:fkbp5_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase FKBP5(display_long)|uniprotkb:FKBP5(gene name)|uniprotkb:Androgen-regulated protein 6(gene name synonym)|uniprotkb:HSP90-binding immunophilin(gene name synonym)|uniprotkb:FF1 antigen(gene name synonym)|uniprotkb:FKBP54(gene name synonym)|uniprotkb:54 kDa progesterone receptor-associated immunophilin(gene name synonym)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:51 kDa FK506-binding protein(gene name synonym)|uniprotkb:FK506-binding protein 5(gene name synonym)|uniprotkb:FKBP51(gene name synonym)|uniprotkb:AIG6(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513489|imex:IM-26663-43	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q13451	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	ensembl:ENSP00000349811.3|ensembl:ENSP00000441205.1|ensembl:ENSP00000444810.1|uniprotkb:Q5TGM6|uniprotkb:F5H7R1|uniprotkb:Q59EB8|intact:EBI-306914|uniprotkb:Q13451	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:fkbp5_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase FKBP5(display_long)|uniprotkb:FKBP5(gene name)|uniprotkb:Androgen-regulated protein 6(gene name synonym)|uniprotkb:HSP90-binding immunophilin(gene name synonym)|uniprotkb:FF1 antigen(gene name synonym)|uniprotkb:FKBP54(gene name synonym)|uniprotkb:54 kDa progesterone receptor-associated immunophilin(gene name synonym)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:51 kDa FK506-binding protein(gene name synonym)|uniprotkb:FK506-binding protein 5(gene name synonym)|uniprotkb:FKBP51(gene name synonym)|uniprotkb:AIG6(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11514007|imex:IM-26663-13	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q13451	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	ensembl:ENSP00000349811.3|ensembl:ENSP00000441205.1|ensembl:ENSP00000444810.1|uniprotkb:Q5TGM6|uniprotkb:F5H7R1|uniprotkb:Q59EB8|intact:EBI-306914|uniprotkb:Q13451	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:fkbp5_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase FKBP5(display_long)|uniprotkb:FKBP5(gene name)|uniprotkb:Androgen-regulated protein 6(gene name synonym)|uniprotkb:HSP90-binding immunophilin(gene name synonym)|uniprotkb:FF1 antigen(gene name synonym)|uniprotkb:FKBP54(gene name synonym)|uniprotkb:54 kDa progesterone receptor-associated immunophilin(gene name synonym)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:51 kDa FK506-binding protein(gene name synonym)|uniprotkb:FK506-binding protein 5(gene name synonym)|uniprotkb:FKBP51(gene name synonym)|uniprotkb:AIG6(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11514031|imex:IM-26663-15	intact-miscore:0.5
uniprotkb:Q13451	uniprotkb:Q9WMX2-PRO_0000037552	ensembl:ENSP00000349811.3|ensembl:ENSP00000441205.1|ensembl:ENSP00000444810.1|uniprotkb:Q5TGM6|uniprotkb:F5H7R1|uniprotkb:Q59EB8|intact:EBI-306914|uniprotkb:Q13451	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	psi-mi:fkbp5_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase FKBP5(display_long)|uniprotkb:FKBP5(gene name)|uniprotkb:Androgen-regulated protein 6(gene name synonym)|uniprotkb:HSP90-binding immunophilin(gene name synonym)|uniprotkb:FF1 antigen(gene name synonym)|uniprotkb:FKBP54(gene name synonym)|uniprotkb:54 kDa progesterone receptor-associated immunophilin(gene name synonym)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:51 kDa FK506-binding protein(gene name synonym)|uniprotkb:FK506-binding protein 5(gene name synonym)|uniprotkb:FKBP51(gene name synonym)|uniprotkb:AIG6(gene name synonym)	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11515650|imex:IM-26663-37	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:Q13137	intact:EBI-6863741|uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:B4DDC4|uniprotkb:E7ENK0|uniprotkb:Q53FQ5|uniprotkb:Q53HB5|uniprotkb:Q6IBN9|uniprotkb:Q9BTF7|uniprotkb:B2RBT0|uniprotkb:B4E0C0|uniprotkb:E7ETP5|uniprotkb:B4DDT4|uniprotkb:B4DP36|uniprotkb:E9PBE5|ensembl:ENSP00000258947.3|intact:EBI-739580|uniprotkb:Q13137	psi-mi:q9wmx2-pro_0000037548(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:caco2_human(display_short)|psi-mi:Calcium-binding and coiled-coil domain-containing protein 2(display_long)|uniprotkb:CALCOCO2(gene name)|uniprotkb:Nuclear dot protein 52(gene name synonym)|uniprotkb:Antigen nuclear dot 52 kDa protein(gene name synonym)|uniprotkb:Nuclear domain 10 protein NDP52(gene name synonym)|uniprotkb:NDP52(gene name synonym)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051081|imex:IM-25957-581	intact-miscore:0.57
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O00571	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:O15536|uniprotkb:A8K538|uniprotkb:B4E3E8|ensembl:ENSP00000478443.1|ensembl:ENSP00000486516.1|ensembl:ENSP00000486720.1|ensembl:ENSP00000487224.1|ensembl:ENSP00000494040.1|intact:EBI-353779|uniprotkb:O00571	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:ddx3x_human(display_short)|psi-mi:ATP-dependent RNA helicase DDX3X(display_long)|uniprotkb:DDX3X(gene name)|uniprotkb:CAP-Rf(gene name synonym)|uniprotkb:DEAD box, X isoform(gene name synonym)|uniprotkb:Helicase-like protein 2(gene name synonym)|uniprotkb:DEAD box protein 3, X-chromosomal(gene name synonym)|uniprotkb:DDX3(gene name synonym)|uniprotkb:DBX(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513187|imex:IM-26663-41	intact-miscore:0.63
